area_name,area_code,age,age_lower,age_higher,week_ending,weekly_admissions,weekly_rate
London,E40000003,85+ years,85,85,2020-09-28,28,18.40000000000009
London,E40000003,85+ years,85,85,2020-09-21,28,18.299999999999727
London,E40000003,85+ years,85,85,2020-09-14,13,8.599999999999909
London,E40000003,85+ years,85,85,2020-09-07,10,6.5
London,E40000003,85+ years,85,85,2020-08-31,4,2.600000000000364
London,E40000003,85+ years,85,85,2020-08-24,5,3.299999999999727
London,E40000003,85+ years,85,85,2020-08-17,5,3.300000000000182
London,E40000003,85+ years,85,85,2020-08-10,10,6.599999999999909
London,E40000003,85+ years,85,85,2020-08-03,5,3.199999999999818
London,E40000003,85+ years,85,85,2020-07-27,13,8.600000000000364
London,E40000003,85+ years,85,85,2020-07-20,15,9.799999999999727
London,E40000003,85+ years,85,85,2020-07-13,23,15.099999999999909
London,E40000003,85+ years,85,85,2020-07-06,30,19.700000000000273
London,E40000003,85+ years,85,85,2020-06-29,43,28.199999999999818
London,E40000003,85+ years,85,85,2020-06-22,26,17
London,E40000003,85+ years,85,85,2020-06-15,31,20.300000000000182
London,E40000003,85+ years,85,85,2020-06-08,64,42
London,E40000003,85+ years,85,85,2020-06-01,58,38
London,E40000003,85+ years,85,85,2020-05-25,97,63.69999999999982
London,E40000003,85+ years,85,85,2020-05-18,119,78
London,E40000003,85+ years,85,85,2020-05-11,195,127.90000000000009
London,E40000003,85+ years,85,85,2020-05-04,251,164.5999999999999
London,E40000003,85+ years,85,85,2020-04-27,307,201.30000000000018
London,E40000003,85+ years,85,85,2020-04-20,429,281.39999999999986
London,E40000003,85+ years,85,85,2020-04-13,670,439.4000000000001
London,E40000003,85+ years,85,85,2020-04-06,634,415.79999999999995
London,E40000003,85+ years,85,85,2020-03-30,505,331.2
London,E40000003,85+ years,85,85,2020-03-23,185,121.3
