area_name,area_code,date,new_deaths,total_deaths
Redbridge,E09000026,2021-02-16,2,711
Richmond upon Thames,E09000027,2021-02-16,0,263
Southwark,E09000028,2021-02-16,1,332
Sutton,E09000029,2021-02-16,2,410
Tower Hamlets,E09000030,2021-02-16,1,387
Waltham Forest,E09000031,2021-02-16,0,460
Wandsworth,E09000032,2021-02-16,1,417
Westminster,E09000033,2021-02-16,2,293
Barking and Dagenham,E09000002,2021-02-17,3,450
Barnet,E09000003,2021-02-17,0,730
Bexley,E09000004,2021-02-17,2,544
Brent,E09000005,2021-02-17,0,673
Bromley,E09000006,2021-02-17,2,603
Camden,E09000007,2021-02-17,0,262
Croydon,E09000008,2021-02-17,0,781
Ealing,E09000009,2021-02-17,1,598
Enfield,E09000010,2021-02-17,0,576
Greenwich,E09000011,2021-02-17,2,423
Hackney and City of London,E09000012,2021-02-17,0,418
Hammersmith and Fulham,E09000013,2021-02-17,1,229
Haringey,E09000014,2021-02-17,1,381
Harrow,E09000015,2021-02-17,1,492
Havering,E09000016,2021-02-17,3,810
Hillingdon,E09000017,2021-02-17,4,594
Hounslow,E09000018,2021-02-17,2,543
Islington,E09000019,2021-02-17,3,284
Kensington and Chelsea,E09000020,2021-02-17,1,205
Kingston upon Thames,E09000021,2021-02-17,1,286
Lambeth,E09000022,2021-02-17,1,496
Lewisham,E09000023,2021-02-17,1,500
Merton,E09000024,2021-02-17,1,391
Newham,E09000025,2021-02-17,0,601
Redbridge,E09000026,2021-02-17,4,715
Richmond upon Thames,E09000027,2021-02-17,2,265
Southwark,E09000028,2021-02-17,0,332
Sutton,E09000029,2021-02-17,0,410
Tower Hamlets,E09000030,2021-02-17,1,388
Waltham Forest,E09000031,2021-02-17,2,462
Wandsworth,E09000032,2021-02-17,2,419
Westminster,E09000033,2021-02-17,0,293
Barking and Dagenham,E09000002,2021-02-18,1,451
Barnet,E09000003,2021-02-18,0,730
Bexley,E09000004,2021-02-18,2,546
Brent,E09000005,2021-02-18,1,674
Bromley,E09000006,2021-02-18,0,603
Camden,E09000007,2021-02-18,1,263
Croydon,E09000008,2021-02-18,2,783
Ealing,E09000009,2021-02-18,1,599
Enfield,E09000010,2021-02-18,0,576
Greenwich,E09000011,2021-02-18,1,424
Hackney and City of London,E09000012,2021-02-18,1,419
Hammersmith and Fulham,E09000013,2021-02-18,1,230
Haringey,E09000014,2021-02-18,0,381
Harrow,E09000015,2021-02-18,1,493
Havering,E09000016,2021-02-18,4,814
Hillingdon,E09000017,2021-02-18,2,596
Hounslow,E09000018,2021-02-18,0,543
Islington,E09000019,2021-02-18,1,285
Kensington and Chelsea,E09000020,2021-02-18,1,206
Kingston upon Thames,E09000021,2021-02-18,0,286
Lambeth,E09000022,2021-02-18,2,498
Lewisham,E09000023,2021-02-18,1,501
Merton,E09000024,2021-02-18,0,391
Newham,E09000025,2021-02-18,0,601
Redbridge,E09000026,2021-02-18,1,716
Richmond upon Thames,E09000027,2021-02-18,0,265
Southwark,E09000028,2021-02-18,2,334
Sutton,E09000029,2021-02-18,4,414
Tower Hamlets,E09000030,2021-02-18,0,388
Waltham Forest,E09000031,2021-02-18,1,463
Wandsworth,E09000032,2021-02-18,3,422
Westminster,E09000033,2021-02-18,3,296
Barking and Dagenham,E09000002,2021-02-19,2,453
Barnet,E09000003,2021-02-19,2,732
Bexley,E09000004,2021-02-19,2,548
Brent,E09000005,2021-02-19,3,677
Bromley,E09000006,2021-02-19,0,603
Camden,E09000007,2021-02-19,1,264
Croydon,E09000008,2021-02-19,1,784
Ealing,E09000009,2021-02-19,1,600
Enfield,E09000010,2021-02-19,0,576
Greenwich,E09000011,2021-02-19,1,425
Hackney and City of London,E09000012,2021-02-19,1,420
Hammersmith and Fulham,E09000013,2021-02-19,1,231
Haringey,E09000014,2021-02-19,0,381
Harrow,E09000015,2021-02-19,1,494
Havering,E09000016,2021-02-19,0,814
Hillingdon,E09000017,2021-02-19,1,597
Hounslow,E09000018,2021-02-19,2,545
Islington,E09000019,2021-02-19,0,285
Kensington and Chelsea,E09000020,2021-02-19,4,210
Kingston upon Thames,E09000021,2021-02-19,1,287
Lambeth,E09000022,2021-02-19,0,498
Lewisham,E09000023,2021-02-19,1,502
Merton,E09000024,2021-02-19,0,391
Newham,E09000025,2021-02-19,1,602
Redbridge,E09000026,2021-02-19,3,719
Richmond upon Thames,E09000027,2021-02-19,0,265
Southwark,E09000028,2021-02-19,0,334
Sutton,E09000029,2021-02-19,2,416
Tower Hamlets,E09000030,2021-02-19,0,388
Waltham Forest,E09000031,2021-02-19,0,463
Wandsworth,E09000032,2021-02-19,1,423
Westminster,E09000033,2021-02-19,1,297
Barking and Dagenham,E09000002,2021-02-20,0,453
Barnet,E09000003,2021-02-20,1,733
Bexley,E09000004,2021-02-20,1,549
Brent,E09000005,2021-02-20,1,678
Bromley,E09000006,2021-02-20,1,604
Camden,E09000007,2021-02-20,1,265
Croydon,E09000008,2021-02-20,0,784
Ealing,E09000009,2021-02-20,0,600
Enfield,E09000010,2021-02-20,0,576
Greenwich,E09000011,2021-02-20,1,426
Hackney and City of London,E09000012,2021-02-20,0,420
Hammersmith and Fulham,E09000013,2021-02-20,0,231
Haringey,E09000014,2021-02-20,1,382
Harrow,E09000015,2021-02-20,1,495
Havering,E09000016,2021-02-20,2,816
Hillingdon,E09000017,2021-02-20,4,601
Hounslow,E09000018,2021-02-20,0,545
Islington,E09000019,2021-02-20,1,286
Kensington and Chelsea,E09000020,2021-02-20,1,211
Kingston upon Thames,E09000021,2021-02-20,0,287
Lambeth,E09000022,2021-02-20,3,501
Lewisham,E09000023,2021-02-20,2,504
Merton,E09000024,2021-02-20,0,391
Newham,E09000025,2021-02-20,2,604
Redbridge,E09000026,2021-02-20,1,720
Richmond upon Thames,E09000027,2021-02-20,1,266
Southwark,E09000028,2021-02-20,1,335
Sutton,E09000029,2021-02-20,1,417
Tower Hamlets,E09000030,2021-02-20,1,389
Waltham Forest,E09000031,2021-02-20,1,464
Wandsworth,E09000032,2021-02-20,1,424
Westminster,E09000033,2021-02-20,0,297
Barking and Dagenham,E09000002,2021-02-21,3,456
Barnet,E09000003,2021-02-21,0,733
Bexley,E09000004,2021-02-21,2,551
Brent,E09000005,2021-02-21,1,679
Bromley,E09000006,2021-02-21,4,608
Camden,E09000007,2021-02-21,1,266
Croydon,E09000008,2021-02-21,2,786
Ealing,E09000009,2021-02-21,2,602
Enfield,E09000010,2021-02-21,2,578
Greenwich,E09000011,2021-02-21,1,427
Hackney and City of London,E09000012,2021-02-21,1,421
Hammersmith and Fulham,E09000013,2021-02-21,0,231
Haringey,E09000014,2021-02-21,1,383
Harrow,E09000015,2021-02-21,1,496
Havering,E09000016,2021-02-21,1,817
Hillingdon,E09000017,2021-02-21,1,602
Hounslow,E09000018,2021-02-21,2,547
Islington,E09000019,2021-02-21,0,286
Kensington and Chelsea,E09000020,2021-02-21,0,211
Kingston upon Thames,E09000021,2021-02-21,0,287
Lambeth,E09000022,2021-02-21,0,501
Lewisham,E09000023,2021-02-21,2,506
Merton,E09000024,2021-02-21,1,392
Newham,E09000025,2021-02-21,2,606
Redbridge,E09000026,2021-02-21,2,722
Richmond upon Thames,E09000027,2021-02-21,1,267
Southwark,E09000028,2021-02-21,0,335
Sutton,E09000029,2021-02-21,3,420
Tower Hamlets,E09000030,2021-02-21,0,389
Waltham Forest,E09000031,2021-02-21,0,464
Wandsworth,E09000032,2021-02-21,2,426
Westminster,E09000033,2021-02-21,0,297
Barking and Dagenham,E09000002,2021-02-22,1,457
Barnet,E09000003,2021-02-22,0,733
Bexley,E09000004,2021-02-22,1,552
Brent,E09000005,2021-02-22,1,680
Bromley,E09000006,2021-02-22,0,608
Camden,E09000007,2021-02-22,1,267
Croydon,E09000008,2021-02-22,2,788
Ealing,E09000009,2021-02-22,1,603
Enfield,E09000010,2021-02-22,0,578
Greenwich,E09000011,2021-02-22,1,428
Hackney and City of London,E09000012,2021-02-22,0,421
Hammersmith and Fulham,E09000013,2021-02-22,0,231
Haringey,E09000014,2021-02-22,0,383
Harrow,E09000015,2021-02-22,1,497
Havering,E09000016,2021-02-22,0,817
Hillingdon,E09000017,2021-02-22,2,604
Hounslow,E09000018,2021-02-22,0,547
Islington,E09000019,2021-02-22,0,286
Kensington and Chelsea,E09000020,2021-02-22,0,211
Kingston upon Thames,E09000021,2021-02-22,2,289
Lambeth,E09000022,2021-02-22,0,501
Lewisham,E09000023,2021-02-22,0,506
Merton,E09000024,2021-02-22,1,393
Newham,E09000025,2021-02-22,2,608
Redbridge,E09000026,2021-02-22,0,722
Richmond upon Thames,E09000027,2021-02-22,0,267
Southwark,E09000028,2021-02-22,0,335
Sutton,E09000029,2021-02-22,1,421
Tower Hamlets,E09000030,2021-02-22,1,390
Waltham Forest,E09000031,2021-02-22,1,465
Wandsworth,E09000032,2021-02-22,1,427
Westminster,E09000033,2021-02-22,1,298
Barking and Dagenham,E09000002,2021-02-23,0,457
Barnet,E09000003,2021-02-23,1,734
Bexley,E09000004,2021-02-23,0,552
Brent,E09000005,2021-02-23,0,680
Bromley,E09000006,2021-02-23,0,608
Camden,E09000007,2021-02-23,0,267
Croydon,E09000008,2021-02-23,1,789
Ealing,E09000009,2021-02-23,1,604
Enfield,E09000010,2021-02-23,1,579
Greenwich,E09000011,2021-02-23,1,429
Hackney and City of London,E09000012,2021-02-23,2,423
Hammersmith and Fulham,E09000013,2021-02-23,1,232
Haringey,E09000014,2021-02-23,0,383
Harrow,E09000015,2021-02-23,0,497
Havering,E09000016,2021-02-23,1,818
Hillingdon,E09000017,2021-02-23,2,606
Hounslow,E09000018,2021-02-23,0,547
Islington,E09000019,2021-02-23,0,286
Kensington and Chelsea,E09000020,2021-02-23,0,211
Kingston upon Thames,E09000021,2021-02-23,0,289
Lambeth,E09000022,2021-02-23,1,502
Lewisham,E09000023,2021-02-23,0,506
Merton,E09000024,2021-02-23,0,393
Newham,E09000025,2021-02-23,1,609
Redbridge,E09000026,2021-02-23,4,726
Richmond upon Thames,E09000027,2021-02-23,0,267
Southwark,E09000028,2021-02-23,1,336
Sutton,E09000029,2021-02-23,1,422
Tower Hamlets,E09000030,2021-02-23,0,390
Waltham Forest,E09000031,2021-02-23,0,465
Wandsworth,E09000032,2021-02-23,0,427
Westminster,E09000033,2021-02-23,1,299
Barking and Dagenham,E09000002,2021-02-24,0,457
Barnet,E09000003,2021-02-24,3,737
Bexley,E09000004,2021-02-24,1,553
Brent,E09000005,2021-02-24,2,682
Bromley,E09000006,2021-02-24,1,609
Camden,E09000007,2021-02-24,0,267
Croydon,E09000008,2021-02-24,1,790
Ealing,E09000009,2021-02-24,1,605
Enfield,E09000010,2021-02-24,0,579
Greenwich,E09000011,2021-02-24,0,429
Hackney and City of London,E09000012,2021-02-24,0,423
Hammersmith and Fulham,E09000013,2021-02-24,0,232
Haringey,E09000014,2021-02-24,0,383
Harrow,E09000015,2021-02-24,1,498
Havering,E09000016,2021-02-24,1,819
Hillingdon,E09000017,2021-02-24,1,607
Hounslow,E09000018,2021-02-24,2,549
Islington,E09000019,2021-02-24,2,288
Kensington and Chelsea,E09000020,2021-02-24,0,211
Kingston upon Thames,E09000021,2021-02-24,0,289
Lambeth,E09000022,2021-02-24,1,503
Lewisham,E09000023,2021-02-24,0,506
Merton,E09000024,2021-02-24,2,395
Newham,E09000025,2021-02-24,0,609
Redbridge,E09000026,2021-02-24,0,726
Richmond upon Thames,E09000027,2021-02-24,1,268
Southwark,E09000028,2021-02-24,0,336
Sutton,E09000029,2021-02-24,0,422
Tower Hamlets,E09000030,2021-02-24,0,390
Waltham Forest,E09000031,2021-02-24,1,466
Wandsworth,E09000032,2021-02-24,0,427
Westminster,E09000033,2021-02-24,0,299
Barking and Dagenham,E09000002,2021-02-25,0,457
Barnet,E09000003,2021-02-25,0,737
Bexley,E09000004,2021-02-25,0,553
Brent,E09000005,2021-02-25,1,683
Bromley,E09000006,2021-02-25,0,609
Camden,E09000007,2021-02-25,0,267
Croydon,E09000008,2021-02-25,2,792
Ealing,E09000009,2021-02-25,1,606
Enfield,E09000010,2021-02-25,1,580
Greenwich,E09000011,2021-02-25,0,429
Hackney and City of London,E09000012,2021-02-25,1,424
Hammersmith and Fulham,E09000013,2021-02-25,0,232
Haringey,E09000014,2021-02-25,1,384
Harrow,E09000015,2021-02-25,0,498
Havering,E09000016,2021-02-25,2,821
Hillingdon,E09000017,2021-02-25,1,608
Hounslow,E09000018,2021-02-25,0,549
Islington,E09000019,2021-02-25,0,288
Kensington and Chelsea,E09000020,2021-02-25,1,212
Kingston upon Thames,E09000021,2021-02-25,2,291
Lambeth,E09000022,2021-02-25,1,504
Lewisham,E09000023,2021-02-25,0,506
Merton,E09000024,2021-02-25,1,396
Newham,E09000025,2021-02-25,1,610
Redbridge,E09000026,2021-02-25,0,726
Richmond upon Thames,E09000027,2021-02-25,1,269
Southwark,E09000028,2021-02-25,0,336
Sutton,E09000029,2021-02-25,1,423
Tower Hamlets,E09000030,2021-02-25,0,390
Waltham Forest,E09000031,2021-02-25,0,466
Wandsworth,E09000032,2021-02-25,0,427
Westminster,E09000033,2021-02-25,1,300
Barking and Dagenham,E09000002,2021-02-26,0,457
Barnet,E09000003,2021-02-26,0,737
Bexley,E09000004,2021-02-26,0,553
Brent,E09000005,2021-02-26,0,683
Bromley,E09000006,2021-02-26,2,611
Camden,E09000007,2021-02-26,0,267
Croydon,E09000008,2021-02-26,1,793
Ealing,E09000009,2021-02-26,1,607
Enfield,E09000010,2021-02-26,0,580
Greenwich,E09000011,2021-02-26,0,429
Hackney and City of London,E09000012,2021-02-26,0,424
Hammersmith and Fulham,E09000013,2021-02-26,0,232
Haringey,E09000014,2021-02-26,0,384
Harrow,E09000015,2021-02-26,0,498
Havering,E09000016,2021-02-26,1,822
Hillingdon,E09000017,2021-02-26,0,608
Hounslow,E09000018,2021-02-26,1,550
Islington,E09000019,2021-02-26,0,288
Kensington and Chelsea,E09000020,2021-02-26,0,212
Kingston upon Thames,E09000021,2021-02-26,1,292
Lambeth,E09000022,2021-02-26,1,505
Lewisham,E09000023,2021-02-26,1,507
Merton,E09000024,2021-02-26,0,396
Newham,E09000025,2021-02-26,1,611
Redbridge,E09000026,2021-02-26,1,727
Richmond upon Thames,E09000027,2021-02-26,0,269
Southwark,E09000028,2021-02-26,0,336
Sutton,E09000029,2021-02-26,1,424
Tower Hamlets,E09000030,2021-02-26,0,390
Waltham Forest,E09000031,2021-02-26,1,467
Wandsworth,E09000032,2021-02-26,2,429
Westminster,E09000033,2021-02-26,0,300
Barking and Dagenham,E09000002,2021-02-27,1,458
Barnet,E09000003,2021-02-27,0,737
Bexley,E09000004,2021-02-27,0,553
Brent,E09000005,2021-02-27,1,684
Bromley,E09000006,2021-02-27,1,612
Camden,E09000007,2021-02-27,0,267
Croydon,E09000008,2021-02-27,0,793
Ealing,E09000009,2021-02-27,0,607
Enfield,E09000010,2021-02-27,0,580
Greenwich,E09000011,2021-02-27,1,430
Hackney and City of London,E09000012,2021-02-27,0,424
Hammersmith and Fulham,E09000013,2021-02-27,0,232
Haringey,E09000014,2021-02-27,0,384
Harrow,E09000015,2021-02-27,0,498
Havering,E09000016,2021-02-27,2,824
Hillingdon,E09000017,2021-02-27,2,610
Hounslow,E09000018,2021-02-27,1,551
Islington,E09000019,2021-02-27,0,288
Kensington and Chelsea,E09000020,2021-02-27,0,212
Kingston upon Thames,E09000021,2021-02-27,0,292
Lambeth,E09000022,2021-02-27,0,505
Lewisham,E09000023,2021-02-27,1,508
Merton,E09000024,2021-02-27,1,397
Newham,E09000025,2021-02-27,0,611
Redbridge,E09000026,2021-02-27,0,727
Richmond upon Thames,E09000027,2021-02-27,0,269
Southwark,E09000028,2021-02-27,0,336
Sutton,E09000029,2021-02-27,0,424
Tower Hamlets,E09000030,2021-02-27,1,391
Waltham Forest,E09000031,2021-02-27,0,467
Wandsworth,E09000032,2021-02-27,0,429
Westminster,E09000033,2021-02-27,0,300
Barking and Dagenham,E09000002,2021-02-28,0,458
Barnet,E09000003,2021-02-28,0,737
Bexley,E09000004,2021-02-28,1,554
Brent,E09000005,2021-02-28,1,685
Bromley,E09000006,2021-02-28,0,612
Camden,E09000007,2021-02-28,0,267
Croydon,E09000008,2021-02-28,0,793
Ealing,E09000009,2021-02-28,0,607
Enfield,E09000010,2021-02-28,0,580
Greenwich,E09000011,2021-02-28,2,432
Hackney and City of London,E09000012,2021-02-28,0,424
Hammersmith and Fulham,E09000013,2021-02-28,0,232
Haringey,E09000014,2021-02-28,0,384
Harrow,E09000015,2021-02-28,0,498
Havering,E09000016,2021-02-28,0,824
Hillingdon,E09000017,2021-02-28,2,612
Hounslow,E09000018,2021-02-28,0,551
Islington,E09000019,2021-02-28,0,288
Kensington and Chelsea,E09000020,2021-02-28,0,212
Kingston upon Thames,E09000021,2021-02-28,0,292
Lambeth,E09000022,2021-02-28,1,506
Lewisham,E09000023,2021-02-28,0,508
Merton,E09000024,2021-02-28,0,397
Newham,E09000025,2021-02-28,2,613
Redbridge,E09000026,2021-02-28,0,727
Richmond upon Thames,E09000027,2021-02-28,0,269
Southwark,E09000028,2021-02-28,0,336
Sutton,E09000029,2021-02-28,0,424
Tower Hamlets,E09000030,2021-02-28,0,391
Waltham Forest,E09000031,2021-02-28,1,468
Wandsworth,E09000032,2021-02-28,0,429
Westminster,E09000033,2021-02-28,0,300
Barking and Dagenham,E09000002,2021-03-01,0,458
Barnet,E09000003,2021-03-01,0,737
Bexley,E09000004,2021-03-01,1,555
Brent,E09000005,2021-03-01,1,686
Bromley,E09000006,2021-03-01,0,612
Camden,E09000007,2021-03-01,1,268
Croydon,E09000008,2021-03-01,0,793
Ealing,E09000009,2021-03-01,1,608
Enfield,E09000010,2021-03-01,0,580
Greenwich,E09000011,2021-03-01,0,432
Hackney and City of London,E09000012,2021-03-01,1,425
Hammersmith and Fulham,E09000013,2021-03-01,0,232
Haringey,E09000014,2021-03-01,0,384
Harrow,E09000015,2021-03-01,0,498
Havering,E09000016,2021-03-01,1,825
Hillingdon,E09000017,2021-03-01,1,613
Hounslow,E09000018,2021-03-01,1,552
Islington,E09000019,2021-03-01,1,289
Kensington and Chelsea,E09000020,2021-03-01,1,213
Kingston upon Thames,E09000021,2021-03-01,0,292
Lambeth,E09000022,2021-03-01,0,506
Lewisham,E09000023,2021-03-01,2,510
Merton,E09000024,2021-03-01,0,397
Newham,E09000025,2021-03-01,2,615
Redbridge,E09000026,2021-03-01,0,727
Richmond upon Thames,E09000027,2021-03-01,2,271
Southwark,E09000028,2021-03-01,0,336
Sutton,E09000029,2021-03-01,3,427
Tower Hamlets,E09000030,2021-03-01,0,391
Waltham Forest,E09000031,2021-03-01,1,469
Wandsworth,E09000032,2021-03-01,0,429
Westminster,E09000033,2021-03-01,0,300
Barking and Dagenham,E09000002,2021-03-02,0,458
Barnet,E09000003,2021-03-02,3,740
Bexley,E09000004,2021-03-02,0,555
Brent,E09000005,2021-03-02,0,686
Bromley,E09000006,2021-03-02,1,613
Camden,E09000007,2021-03-02,0,268
Croydon,E09000008,2021-03-02,0,793
Ealing,E09000009,2021-03-02,0,608
Enfield,E09000010,2021-03-02,1,581
Greenwich,E09000011,2021-03-02,0,432
Hackney and City of London,E09000012,2021-03-02,0,425
Hammersmith and Fulham,E09000013,2021-03-02,0,232
Haringey,E09000014,2021-03-02,0,384
Harrow,E09000015,2021-03-02,2,500
Havering,E09000016,2021-03-02,0,825
Hillingdon,E09000017,2021-03-02,0,613
Hounslow,E09000018,2021-03-02,0,552
Islington,E09000019,2021-03-02,1,290
Kensington and Chelsea,E09000020,2021-03-02,0,213
Kingston upon Thames,E09000021,2021-03-02,0,292
Lambeth,E09000022,2021-03-02,1,507
Lewisham,E09000023,2021-03-02,1,511
Merton,E09000024,2021-03-02,0,397
Newham,E09000025,2021-03-02,1,616
Redbridge,E09000026,2021-03-02,1,728
Richmond upon Thames,E09000027,2021-03-02,0,271
Southwark,E09000028,2021-03-02,0,336
Sutton,E09000029,2021-03-02,2,429
Tower Hamlets,E09000030,2021-03-02,0,391
Waltham Forest,E09000031,2021-03-02,0,469
Wandsworth,E09000032,2021-03-02,0,429
Westminster,E09000033,2021-03-02,0,300
Barking and Dagenham,E09000002,2021-03-03,0,458
Barnet,E09000003,2021-03-03,3,743
Bexley,E09000004,2021-03-03,0,555
Brent,E09000005,2021-03-03,0,686
Bromley,E09000006,2021-03-03,0,613
Camden,E09000007,2021-03-03,0,268
Croydon,E09000008,2021-03-03,0,793
Ealing,E09000009,2021-03-03,0,608
Enfield,E09000010,2021-03-03,0,581
Greenwich,E09000011,2021-03-03,0,432
Hackney and City of London,E09000012,2021-03-03,0,425
Hammersmith and Fulham,E09000013,2021-03-03,0,232
Haringey,E09000014,2021-03-03,0,384
Harrow,E09000015,2021-03-03,0,500
Havering,E09000016,2021-03-03,1,826
Hillingdon,E09000017,2021-03-03,1,614
Hounslow,E09000018,2021-03-03,1,553
Islington,E09000019,2021-03-03,0,290
Kensington and Chelsea,E09000020,2021-03-03,0,213
Kingston upon Thames,E09000021,2021-03-03,0,292
Lambeth,E09000022,2021-03-03,0,507
Lewisham,E09000023,2021-03-03,0,511
Merton,E09000024,2021-03-03,0,397
Newham,E09000025,2021-03-03,0,616
Redbridge,E09000026,2021-03-03,1,729
Richmond upon Thames,E09000027,2021-03-03,0,271
Southwark,E09000028,2021-03-03,0,336
Sutton,E09000029,2021-03-03,1,430
Tower Hamlets,E09000030,2021-03-03,0,391
Waltham Forest,E09000031,2021-03-03,0,469
Wandsworth,E09000032,2021-03-03,0,429
Westminster,E09000033,2021-03-03,0,300
Barking and Dagenham,E09000002,2021-03-04,0,458
Barnet,E09000003,2021-03-04,0,743
Bexley,E09000004,2021-03-04,0,555
Brent,E09000005,2021-03-04,0,686
Bromley,E09000006,2021-03-04,1,614
Camden,E09000007,2021-03-04,1,269
Croydon,E09000008,2021-03-04,2,795
Ealing,E09000009,2021-03-04,0,608
Enfield,E09000010,2021-03-04,0,581
Greenwich,E09000011,2021-03-04,0,432
Hackney and City of London,E09000012,2021-03-04,1,426
Hammersmith and Fulham,E09000013,2021-03-04,0,232
Haringey,E09000014,2021-03-04,0,384
Harrow,E09000015,2021-03-04,1,501
Havering,E09000016,2021-03-04,0,826
Hillingdon,E09000017,2021-03-04,1,615
Hounslow,E09000018,2021-03-04,0,553
Islington,E09000019,2021-03-04,0,290
Kensington and Chelsea,E09000020,2021-03-04,0,213
Kingston upon Thames,E09000021,2021-03-04,0,292
Lambeth,E09000022,2021-03-04,0,507
Lewisham,E09000023,2021-03-04,0,511
Merton,E09000024,2021-03-04,1,398
Newham,E09000025,2021-03-04,0,616
Redbridge,E09000026,2021-03-04,1,730
Richmond upon Thames,E09000027,2021-03-04,0,271
Southwark,E09000028,2021-03-04,0,336
Sutton,E09000029,2021-03-04,1,431
Tower Hamlets,E09000030,2021-03-04,0,391
Waltham Forest,E09000031,2021-03-04,0,469
Wandsworth,E09000032,2021-03-04,1,430
Westminster,E09000033,2021-03-04,1,301
Barking and Dagenham,E09000002,2021-03-05,0,458
Barnet,E09000003,2021-03-05,1,744
Bexley,E09000004,2021-03-05,1,556
Brent,E09000005,2021-03-05,1,687
Bromley,E09000006,2021-03-05,0,614
Camden,E09000007,2021-03-05,1,270
Croydon,E09000008,2021-03-05,1,796
Ealing,E09000009,2021-03-05,2,610
Enfield,E09000010,2021-03-05,1,582
Greenwich,E09000011,2021-03-05,0,432
Hackney and City of London,E09000012,2021-03-05,1,427
Hammersmith and Fulham,E09000013,2021-03-05,0,232
Haringey,E09000014,2021-03-05,0,384
Harrow,E09000015,2021-03-05,0,501
Havering,E09000016,2021-03-05,1,827
Hillingdon,E09000017,2021-03-05,2,617
Hounslow,E09000018,2021-03-05,1,554
Islington,E09000019,2021-03-05,0,290
Kensington and Chelsea,E09000020,2021-03-05,0,213
Kingston upon Thames,E09000021,2021-03-05,0,292
Lambeth,E09000022,2021-03-05,0,507
Lewisham,E09000023,2021-03-05,0,511
Merton,E09000024,2021-03-05,0,398
Newham,E09000025,2021-03-05,0,616
Redbridge,E09000026,2021-03-05,0,730
Richmond upon Thames,E09000027,2021-03-05,0,271
Southwark,E09000028,2021-03-05,0,336
Sutton,E09000029,2021-03-05,1,432
Tower Hamlets,E09000030,2021-03-05,0,391
Waltham Forest,E09000031,2021-03-05,0,469
Wandsworth,E09000032,2021-03-05,1,431
Westminster,E09000033,2021-03-05,0,301
Barking and Dagenham,E09000002,2021-03-06,0,458
Barnet,E09000003,2021-03-06,0,744
Bexley,E09000004,2021-03-06,0,556
Brent,E09000005,2021-03-06,1,688
Bromley,E09000006,2021-03-06,0,614
Camden,E09000007,2021-03-06,0,270
Croydon,E09000008,2021-03-06,2,798
Ealing,E09000009,2021-03-06,3,613
Enfield,E09000010,2021-03-06,0,582
Greenwich,E09000011,2021-03-06,0,432
Hackney and City of London,E09000012,2021-03-06,1,428
Hammersmith and Fulham,E09000013,2021-03-06,0,232
Haringey,E09000014,2021-03-06,0,384
Harrow,E09000015,2021-03-06,0,501
Havering,E09000016,2021-03-06,0,827
Hillingdon,E09000017,2021-03-06,1,618
Hounslow,E09000018,2021-03-06,1,555
Islington,E09000019,2021-03-06,1,291
Kensington and Chelsea,E09000020,2021-03-06,0,213
Kingston upon Thames,E09000021,2021-03-06,0,292
Lambeth,E09000022,2021-03-06,0,507
Lewisham,E09000023,2021-03-06,0,511
Merton,E09000024,2021-03-06,0,398
Newham,E09000025,2021-03-06,0,616
Redbridge,E09000026,2021-03-06,1,731
Richmond upon Thames,E09000027,2021-03-06,1,272
Southwark,E09000028,2021-03-06,0,336
Sutton,E09000029,2021-03-06,1,433
Tower Hamlets,E09000030,2021-03-06,0,391
Waltham Forest,E09000031,2021-03-06,0,469
Wandsworth,E09000032,2021-03-06,0,431
Westminster,E09000033,2021-03-06,0,301
Barking and Dagenham,E09000002,2021-03-07,1,459
Barnet,E09000003,2021-03-07,0,744
Bexley,E09000004,2021-03-07,2,558
Brent,E09000005,2021-03-07,0,688
Bromley,E09000006,2021-03-07,0,614
Camden,E09000007,2021-03-07,0,270
Croydon,E09000008,2021-03-07,0,798
Ealing,E09000009,2021-03-07,0,613
Enfield,E09000010,2021-03-07,0,582
Greenwich,E09000011,2021-03-07,1,433
Hackney and City of London,E09000012,2021-03-07,0,428
Hammersmith and Fulham,E09000013,2021-03-07,0,232
Haringey,E09000014,2021-03-07,0,384
Harrow,E09000015,2021-03-07,0,501
Havering,E09000016,2021-03-07,1,828
Hillingdon,E09000017,2021-03-07,0,618
Hounslow,E09000018,2021-03-07,0,555
Islington,E09000019,2021-03-07,0,291
Kensington and Chelsea,E09000020,2021-03-07,0,213
Kingston upon Thames,E09000021,2021-03-07,0,292
Lambeth,E09000022,2021-03-07,0,507
Lewisham,E09000023,2021-03-07,0,511
Merton,E09000024,2021-03-07,1,399
Newham,E09000025,2021-03-07,0,616
Redbridge,E09000026,2021-03-07,1,732
Richmond upon Thames,E09000027,2021-03-07,0,272
Southwark,E09000028,2021-03-07,1,337
Sutton,E09000029,2021-03-07,0,433
Tower Hamlets,E09000030,2021-03-07,0,391
Waltham Forest,E09000031,2021-03-07,0,469
Wandsworth,E09000032,2021-03-07,0,431
Westminster,E09000033,2021-03-07,1,302
Barking and Dagenham,E09000002,2021-03-08,0,459
Barnet,E09000003,2021-03-08,0,744
Bexley,E09000004,2021-03-08,0,558
Brent,E09000005,2021-03-08,1,689
Bromley,E09000006,2021-03-08,1,615
Camden,E09000007,2021-03-08,0,270
Croydon,E09000008,2021-03-08,0,798
Ealing,E09000009,2021-03-08,0,613
Enfield,E09000010,2021-03-08,0,582
Greenwich,E09000011,2021-03-08,1,434
